sequence_id,sequence_type,sequence_key_event,event_position,sequence_length,is_key_event,match_id,id,index,minute,second,period,timestamp,type,possession_team,location,player,player_id,team,position,shot,pass,dribble,carry,duel,interception,clearance,goalkeeper,under_pressure,counterpress,play_pattern,duration,related_events,home_team_name,away_team_name
14,pressure_sequence,Pressure,1,5,False,3942226,970f649a-9e12-47eb-9cee-eff4bfd01366,11,0,6,1,00:00:06.160,"{'id': 2, 'name': 'Ball Recovery'}","{'id': 770, 'name': 'Germany'}","[81.8, 32.5]","{'id': 39565, 'name': 'Jamal Musiala'}",,"{'id': 770, 'name': 'Germany'}","{'id': 21, 'name': 'Left Wing'}",,,,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",0.0,['fc3493ec-b7bd-41f8-9c3b-479c50202171'],Spain,Germany
14,pressure_sequence,Pressure,2,5,False,3942226,d1f04ced-e8ff-4d71-9f3b-0bd8f0782709,12,0,6,1,00:00:06.160,"{'id': 43, 'name': 'Carry'}","{'id': 770, 'name': 'Germany'}","[81.8, 32.5]","{'id': 39565, 'name': 'Jamal Musiala'}",,"{'id': 770, 'name': 'Germany'}","{'id': 21, 'name': 'Left Wing'}",,,,"{'end_location': [82.1, 34.1]}",,,,,True,,"{'id': 9, 'name': 'From Kick Off'}",1.2441,"['2539eb80-44f6-4992-b29f-2d0a59031648', '57ab41aa-692a-4def-b1b2-dc6815718d0a', '970f649a-9e12-47eb-9cee-eff4bfd01366']",Spain,Germany
14,pressure_sequence,Pressure,3,5,True,3942226,2539eb80-44f6-4992-b29f-2d0a59031648,13,0,6,1,00:00:06.482,"{'id': 17, 'name': 'Pressure'}","{'id': 770, 'name': 'Germany'}","[36.5, 49.0]","{'id': 6765, 'name': 'Rodrigo Hernández Cascante'}",,"{'id': 772, 'name': 'Spain'}","{'id': 10, 'name': 'Center Defensive Midfield'}",,,,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",0.335963,['d1f04ced-e8ff-4d71-9f3b-0bd8f0782709'],Spain,Germany
14,pressure_sequence,Pressure,4,5,False,3942226,57ab41aa-692a-4def-b1b2-dc6815718d0a,14,0,7,1,00:00:07.404,"{'id': 30, 'name': 'Pass'}","{'id': 770, 'name': 'Germany'}","[82.1, 34.1]","{'id': 39565, 'name': 'Jamal Musiala'}",,"{'id': 770, 'name': 'Germany'}","{'id': 21, 'name': 'Left Wing'}",,"{'recipient': {'id': 3053, 'name': 'Leroy Sané'}, 'length': 8.993887, 'angle': 0.7303358, 'height': {'id': 3, 'name': 'High Pass'}, 'end_location': [88.8, 40.1], 'body_part': {'id': 40, 'name': 'Right Foot'}, 'outcome': {'id': 9, 'name': 'Incomplete'}}",,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",1.810444,"['127512fd-b7ff-4c8e-bf8d-7f1d3d1255b0', 'b89bf267-a9c8-4848-93f0-feef4d2daac4']",Spain,Germany
14,pressure_sequence,Pressure,5,5,False,3942226,b89bf267-a9c8-4848-93f0-feef4d2daac4,15,0,9,1,00:00:09.214,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 770, 'name': 'Germany'}","[88.6, 42.5]","{'id': 3053, 'name': 'Leroy Sané'}",,"{'id': 770, 'name': 'Germany'}","{'id': 17, 'name': 'Right Wing'}",,,,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",,['57ab41aa-692a-4def-b1b2-dc6815718d0a'],Spain,Germany
15,pressure_sequence,Pressure,1,5,False,3942226,5c45a5af-2aac-4a4c-bc41-0d3946930fff,18,0,11,1,00:00:11.572,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 770, 'name': 'Germany'}","[46.2, 60.2]","{'id': 316046, 'name': 'Lamine Yamal Nasraoui Ebana'}",,"{'id': 772, 'name': 'Spain'}","{'id': 17, 'name': 'Right Wing'}",,,,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",,['127512fd-b7ff-4c8e-bf8d-7f1d3d1255b0'],Spain,Germany
15,pressure_sequence,Pressure,2,5,False,3942226,93030722-293d-4682-bbf9-732e7e37269a,19,0,11,1,00:00:11.572,"{'id': 30, 'name': 'Pass'}","{'id': 770, 'name': 'Germany'}","[70.1, 24.1]","{'id': 12034, 'name': 'David Raum'}",,"{'id': 770, 'name': 'Germany'}","{'id': 6, 'name': 'Left Back'}",,"{'recipient': {'id': 8221, 'name': 'Jonathan Tah'}, 'length': 14.756694, 'angle': 2.5686264, 'height': {'id': 3, 'name': 'High Pass'}, 'end_location': [57.7, 32.1], 'body_part': {'id': 37, 'name': 'Head'}, 'type': {'id': 66, 'name': 'Recovery'}}",,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",1.085946,"['127512fd-b7ff-4c8e-bf8d-7f1d3d1255b0', '748de65c-7cd5-4caa-a6b4-0aa5e305118f']",Spain,Germany
15,pressure_sequence,Pressure,3,5,True,3942226,caf5ff90-d0e0-4495-944c-a92f3a6c9f05,20,0,12,1,00:00:12.247,"{'id': 17, 'name': 'Pressure'}","{'id': 770, 'name': 'Germany'}","[59.0, 47.2]","{'id': 3477, 'name': 'Álvaro Borja Morata Martín'}",,"{'id': 772, 'name': 'Spain'}","{'id': 23, 'name': 'Center Forward'}",,,,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",0.710436,"['3beef30b-b9c0-4bdd-af27-d7b40550b501', '63a80409-37d9-496d-8480-d81776a98186', '748de65c-7cd5-4caa-a6b4-0aa5e305118f']",Spain,Germany
15,pressure_sequence,Pressure,4,5,False,3942226,748de65c-7cd5-4caa-a6b4-0aa5e305118f,21,0,12,1,00:00:12.658,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 770, 'name': 'Germany'}","[57.7, 32.1]","{'id': 8221, 'name': 'Jonathan Tah'}",,"{'id': 770, 'name': 'Germany'}","{'id': 5, 'name': 'Left Center Back'}",,,,,,,,,True,,"{'id': 9, 'name': 'From Kick Off'}",,"['93030722-293d-4682-bbf9-732e7e37269a', 'caf5ff90-d0e0-4495-944c-a92f3a6c9f05']",Spain,Germany
15,pressure_sequence,Pressure,5,5,False,3942226,3beef30b-b9c0-4bdd-af27-d7b40550b501,22,0,12,1,00:00:12.658,"{'id': 43, 'name': 'Carry'}","{'id': 770, 'name': 'Germany'}","[57.7, 32.1]","{'id': 8221, 'name': 'Jonathan Tah'}",,"{'id': 770, 'name': 'Germany'}","{'id': 5, 'name': 'Left Center Back'}",,,,"{'end_location': [56.7, 32.5]}",,,,,True,,"{'id': 9, 'name': 'From Kick Off'}",0.041821,"['63a80409-37d9-496d-8480-d81776a98186', '748de65c-7cd5-4caa-a6b4-0aa5e305118f', 'caf5ff90-d0e0-4495-944c-a92f3a6c9f05']",Spain,Germany
16,dribble_sequence,Dribble,1,5,False,3942226,5c292d42-b480-42d7-91b8-c06756dbfbed,147,5,2,1,00:05:02.307,"{'id': 17, 'name': 'Pressure'}","{'id': 772, 'name': 'Spain'}","[55.8, 70.5]","{'id': 5579, 'name': 'Joshua Kimmich'}",,"{'id': 770, 'name': 'Germany'}","{'id': 2, 'name': 'Right Back'}",,,,,,,,,,,"{'id': 3, 'name': 'From Free Kick'}",0.755634,['03e5de54-6b62-4208-af3e-6851805870d2'],Spain,Germany
16,dribble_sequence,Dribble,2,5,False,3942226,6eb8edca-840e-403a-849b-0e0853476825,148,5,3,1,00:05:03.063,"{'id': 39, 'name': 'Dribbled Past'}","{'id': 772, 'name': 'Spain'}","[50.9, 74.9]","{'id': 5579, 'name': 'Joshua Kimmich'}",,"{'id': 770, 'name': 'Germany'}","{'id': 2, 'name': 'Right Back'}",,,,,,,,,,,"{'id': 3, 'name': 'From Free Kick'}",0.0,"['7996d3c5-73fe-44f7-b659-87de3ad0015e', '9c5c2b64-87e1-4181-8c7f-2dfcfbaadcc7']",Spain,Germany
16,dribble_sequence,Dribble,3,5,True,3942226,7996d3c5-73fe-44f7-b659-87de3ad0015e,149,5,3,1,00:05:03.063,"{'id': 14, 'name': 'Dribble'}","{'id': 772, 'name': 'Spain'}","[69.2, 5.2]","{'id': 68574, 'name': 'Nicholas Williams Arthuer'}",,"{'id': 772, 'name': 'Spain'}","{'id': 21, 'name': 'Left Wing'}",,,"{'nutmeg': True, 'outcome': {'id': 8, 'name': 'Complete'}}",,,,,,True,,"{'id': 3, 'name': 'From Free Kick'}",0.0,['6eb8edca-840e-403a-849b-0e0853476825'],Spain,Germany
16,dribble_sequence,Dribble,4,5,False,3942226,9c5c2b64-87e1-4181-8c7f-2dfcfbaadcc7,150,5,3,1,00:05:03.063,"{'id': 43, 'name': 'Carry'}","{'id': 772, 'name': 'Spain'}","[69.2, 5.2]","{'id': 68574, 'name': 'Nicholas Williams Arthuer'}",,"{'id': 772, 'name': 'Spain'}","{'id': 21, 'name': 'Left Wing'}",,,,"{'end_location': [67.0, 9.9]}",,,,,True,,"{'id': 3, 'name': 'From Free Kick'}",1.923714,"['6eb8edca-840e-403a-849b-0e0853476825', '70718bc8-0075-4e9d-a25e-296d968e8afd', '7996d3c5-73fe-44f7-b659-87de3ad0015e']",Spain,Germany
16,dribble_sequence,Dribble,5,5,False,3942226,70718bc8-0075-4e9d-a25e-296d968e8afd,151,5,4,1,00:05:04.987,"{'id': 30, 'name': 'Pass'}","{'id': 772, 'name': 'Spain'}","[67.0, 9.9]","{'id': 68574, 'name': 'Nicholas Williams Arthuer'}",,"{'id': 772, 'name': 'Spain'}","{'id': 21, 'name': 'Left Wing'}",,"{'length': 19.349419, 'angle': 1.6951513, 'height': {'id': 1, 'name': 'Ground Pass'}, 'end_location': [64.6, 29.1], 'body_part': {'id': 40, 'name': 'Right Foot'}, 'outcome': {'id': 77, 'name': 'Unknown'}}",,,,,,,,,"{'id': 3, 'name': 'From Free Kick'}",1.31726,,Spain,Germany
17,dribble_sequence,Dribble,1,5,False,3942226,403284ff-479a-4082-8a51-cb846501b2cc,232,8,52,1,00:08:52.359,"{'id': 43, 'name': 'Carry'}","{'id': 770, 'name': 'Germany'}","[49.9, 73.4]","{'id': 3053, 'name': 'Leroy Sané'}",,"{'id': 770, 'name': 'Germany'}","{'id': 17, 'name': 'Right Wing'}",,,,"{'end_location': [49.2, 73.8]}",,,,,True,,"{'id': 4, 'name': 'From Throw In'}",0.280671,"['018d7d49-9bcf-40b8-a936-e9894556e76e', '0bb7b395-01c0-4b4c-ba27-a60abbfdc53c', '2d0758cd-421c-4d66-addc-3df5fcad9bde', 'eb2c0b9c-0f3d-40e8-8ddf-01d9bb2185fb']",Spain,Germany
17,dribble_sequence,Dribble,2,5,False,3942226,2d0758cd-421c-4d66-addc-3df5fcad9bde,233,8,52,1,00:08:52.639,"{'id': 39, 'name': 'Dribbled Past'}","{'id': 770, 'name': 'Germany'}","[70.9, 6.3]","{'id': 17620, 'name': 'Marc Cucurella Saseta'}",,"{'id': 772, 'name': 'Spain'}","{'id': 6, 'name': 'Left Back'}",,,,,,,,,,,"{'id': 4, 'name': 'From Throw In'}",0.0,"['403284ff-479a-4082-8a51-cb846501b2cc', 'eb2c0b9c-0f3d-40e8-8ddf-01d9bb2185fb']",Spain,Germany
17,dribble_sequence,Dribble,3,5,True,3942226,eb2c0b9c-0f3d-40e8-8ddf-01d9bb2185fb,234,8,52,1,00:08:52.639,"{'id': 14, 'name': 'Dribble'}","{'id': 770, 'name': 'Germany'}","[49.2, 73.8]","{'id': 3053, 'name': 'Leroy Sané'}",,"{'id': 770, 'name': 'Germany'}","{'id': 17, 'name': 'Right Wing'}",,,"{'no_touch': True, 'overrun': True, 'outcome': {'id': 9, 'name': 'Incomplete'}}",,,,,,True,,"{'id': 4, 'name': 'From Throw In'}",0.0,['2d0758cd-421c-4d66-addc-3df5fcad9bde'],Spain,Germany
17,dribble_sequence,Dribble,4,5,False,3942226,e3942cff-5bb2-4762-bfb1-d3e17f279b6c,235,8,54,1,00:08:54.486,"{'id': 30, 'name': 'Pass'}","{'id': 770, 'name': 'Germany'}","[57.1, 5.0]","{'id': 4353, 'name': 'Aymeric Laporte'}",,"{'id': 772, 'name': 'Spain'}","{'id': 5, 'name': 'Left Center Back'}",,"{'recipient': {'id': 68574, 'name': 'Nicholas Williams Arthuer'}, 'length': 26.401705, 'angle': -0.011363147, 'height': {'id': 1, 'name': 'Ground Pass'}, 'end_location': [83.5, 4.7], 'body_part': {'id': 38, 'name': 'Left Foot'}, 'type': {'id': 66, 'name': 'Recovery'}}",,,,,,,,,"{'id': 4, 'name': 'From Throw In'}",0.93976,['a1c5db10-73c6-4853-9584-b589359d2be3'],Spain,Germany
17,dribble_sequence,Dribble,5,5,False,3942226,a1c5db10-73c6-4853-9584-b589359d2be3,236,8,55,1,00:08:55.425,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 770, 'name': 'Germany'}","[83.5, 4.7]","{'id': 68574, 'name': 'Nicholas Williams Arthuer'}",,"{'id': 772, 'name': 'Spain'}","{'id': 21, 'name': 'Left Wing'}",,,,,,,,,,,"{'id': 4, 'name': 'From Throw In'}",,['e3942cff-5bb2-4762-bfb1-d3e17f279b6c'],Spain,Germany
18,shot_sequence,Shot,1,5,False,3942226,932d81ad-a9c3-4c52-b825-3670428684df,364,11,42,1,00:11:42.371,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 772, 'name': 'Spain'}","[84.3, 25.3]","{'id': 68574, 'name': 'Nicholas Williams Arthuer'}",,"{'id': 772, 'name': 'Spain'}","{'id': 21, 'name': 'Left Wing'}",,,,,,,,,,,"{'id': 4, 'name': 'From Throw In'}",,['a8df8002-2d95-4736-81b6-1dbe368e9fe5'],Spain,Germany
18,shot_sequence,Shot,2,5,False,3942226,f178eaaf-5148-487f-ab01-e5eea9d36ea9,365,11,42,1,00:11:42.371,"{'id': 43, 'name': 'Carry'}","{'id': 772, 'name': 'Spain'}","[84.3, 25.3]","{'id': 68574, 'name': 'Nicholas Williams Arthuer'}",,"{'id': 772, 'name': 'Spain'}","{'id': 21, 'name': 'Left Wing'}",,,,"{'end_location': [91.9, 28.7]}",,,,,True,,"{'id': 4, 'name': 'From Throw In'}",3.153329,"['3058cab8-4604-476c-bf72-c7a74e19a13a', '49791672-d5bc-47a9-b710-b9b563437dc0', '932d81ad-a9c3-4c52-b825-3670428684df']",Spain,Germany
18,shot_sequence,Shot,3,5,False,3942226,49791672-d5bc-47a9-b710-b9b563437dc0,366,11,44,1,00:11:44.786,"{'id': 17, 'name': 'Pressure'}","{'id': 772, 'name': 'Spain'}","[30.4, 55.2]","{'id': 5579, 'name': 'Joshua Kimmich'}",,"{'id': 770, 'name': 'Germany'}","{'id': 2, 'name': 'Right Back'}",,,,,,,,,,,"{'id': 4, 'name': 'From Throw In'}",0.857481,"['3058cab8-4604-476c-bf72-c7a74e19a13a', 'f178eaaf-5148-487f-ab01-e5eea9d36ea9']",Spain,Germany
18,shot_sequence,Shot,4,5,True,3942226,3058cab8-4604-476c-bf72-c7a74e19a13a,367,11,45,1,00:11:45.525,"{'id': 16, 'name': 'Shot'}","{'id': 772, 'name': 'Spain'}","[91.9, 28.7]","{'id': 68574, 'name': 'Nicholas Williams Arthuer'}",,"{'id': 772, 'name': 'Spain'}","{'id': 21, 'name': 'Left Wing'}","{'statsbomb_xg': 0.021921165, 'end_location': [120.0, 31.8, 0.2], 'key_pass_id': 'a8df8002-2d95-4736-81b6-1dbe368e9fe5', 'technique': {'id': 93, 'name': 'Normal'}, 'body_part': {'id': 40, 'name': 'Right Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 98, 'name': 'Off T'}, 'freeze_frame': [{'location': [101.1, 27.1], 'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.1, 19.8], 'player': {'id': 17620, 'name': 'Marc Cucurella Saseta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [81.5, 29.0], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [81.8, 17.7], 'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 35.2], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 45.6], 'player': {'id': 12034, 'name': 'David Raum'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.0, 27.7], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.7, 30.1], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.4, 21.7], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.5, 35.5], 'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.7, 38.0], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [78.1, 27.9], 'player': {'id': 6765, 'name': 'Rodrigo Hernández Cascante'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [96.3, 60.9], 'player': {'id': 316046, 'name': 'Lamine Yamal Nasraoui Ebana'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.4, 45.6], 'player': {'id': 16532, 'name': 'Daniel Olmo Carvajal'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]}",,,,,,,,True,,"{'id': 4, 'name': 'From Throw In'}",1.057483,"['49791672-d5bc-47a9-b710-b9b563437dc0', 'facd2a50-bb7c-4730-908f-d15aa2bc1c4b']",Spain,Germany
18,shot_sequence,Shot,5,5,False,3942226,facd2a50-bb7c-4730-908f-d15aa2bc1c4b,368,11,46,1,00:11:46.582,"{'id': 23, 'name': 'Goal Keeper'}","{'id': 772, 'name': 'Spain'}","[1.4, 42.1]","{'id': 5570, 'name': 'Manuel Neuer'}",,"{'id': 770, 'name': 'Germany'}","{'id': 1, 'name': 'Goalkeeper'}",,,,,,,,"{'end_location': [1.4, 42.1], 'position': {'id': 44, 'name': 'Set'}, 'type': {'id': 32, 'name': 'Shot Faced'}}",,,"{'id': 4, 'name': 'From Throw In'}",0.0,['3058cab8-4604-476c-bf72-c7a74e19a13a'],Spain,Germany
19,shot_sequence,Shot,1,5,False,3942226,338c5733-94f7-4f6e-aa11-9c2e4615ff45,402,12,49,1,00:12:49.220,"{'id': 43, 'name': 'Carry'}","{'id': 772, 'name': 'Spain'}","[95.7, 51.0]","{'id': 16532, 'name': 'Daniel Olmo Carvajal'}",,"{'id': 772, 'name': 'Spain'}","{'id': 13, 'name': 'Right Center Midfield'}",,,,"{'end_location': [96.3, 51.5]}",,,,,True,,"{'id': 1, 'name': 'Regular Play'}",0.370912,"['0c0b517a-791c-47f2-90ee-c4132ec8b277', '8ed8c8d1-9873-4b7f-9d69-06d415ddefc9', '8f306335-493d-4665-8737-6effc092f0fb', 'd1f97017-6886-4769-ae69-8878bffb0130']",Spain,Germany
19,shot_sequence,Shot,2,5,False,3942226,0c0b517a-791c-47f2-90ee-c4132ec8b277,403,12,49,1,00:12:49.591,"{'id': 22, 'name': 'Foul Committed'}","{'id': 772, 'name': 'Spain'}","[23.8, 28.6]","{'id': 3167, 'name': 'Antonio Rüdiger'}",,"{'id': 770, 'name': 'Germany'}","{'id': 3, 'name': 'Right Center Back'}",,,,,,,,,,,"{'id': 1, 'name': 'Regular Play'}",0.0,"['338c5733-94f7-4f6e-aa11-9c2e4615ff45', '8ed8c8d1-9873-4b7f-9d69-06d415ddefc9']",Spain,Germany
19,shot_sequence,Shot,3,5,False,3942226,8ed8c8d1-9873-4b7f-9d69-06d415ddefc9,404,12,49,1,00:12:49.591,"{'id': 21, 'name': 'Foul Won'}","{'id': 772, 'name': 'Spain'}","[96.3, 51.5]","{'id': 16532, 'name': 'Daniel Olmo Carvajal'}",,"{'id': 772, 'name': 'Spain'}","{'id': 13, 'name': 'Right Center Midfield'}",,,,,,,,,True,,"{'id': 1, 'name': 'Regular Play'}",0.0,['0c0b517a-791c-47f2-90ee-c4132ec8b277'],Spain,Germany
19,shot_sequence,Shot,4,5,True,3942226,d311f279-3e3d-4357-a6d6-a44f5f8f9601,405,14,5,1,00:14:05.116,"{'id': 16, 'name': 'Shot'}","{'id': 772, 'name': 'Spain'}","[98.9, 48.6]","{'id': 316046, 'name': 'Lamine Yamal Nasraoui Ebana'}",,"{'id': 772, 'name': 'Spain'}","{'id': 17, 'name': 'Right Wing'}","{'statsbomb_xg': 0.084460065, 'end_location': [120.0, 46.0, 0.4], 'body_part': {'id': 38, 'name': 'Left Foot'}, 'type': {'id': 62, 'name': 'Free Kick'}, 'outcome': {'id': 98, 'name': 'Off T'}, 'technique': {'id': 93, 'name': 'Normal'}, 'freeze_frame': [{'location': [111.5, 50.9], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.5, 48.4], 'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.4, 47.6], 'player': {'id': 8966, 'name': 'Kai Havertz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.3, 46.8], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.1, 46.0], 'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 45.1], 'player': {'id': 12034, 'name': 'David Raum'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.6, 42.0], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [95.9, 38.9], 'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.8, 51.9], 'player': {'id': 16532, 'name': 'Daniel Olmo Carvajal'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.1, 54.1], 'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.3, 44.9], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.0, 41.4], 'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.4, 43.5], 'player': {'id': 6765, 'name': 'Rodrigo Hernández Cascante'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [108.8, 34.4], 'player': {'id': 68574, 'name': 'Nicholas Williams Arthuer'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.9, 23.1], 'player': {'id': 17620, 'name': 'Marc Cucurella Saseta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.5, 42.0], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.8, 40.5], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.5, 35.8], 'player': {'id': 39565, 'name': 'Jamal Musiala'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.3, 39.3], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]}",,,,,,,,,,"{'id': 3, 'name': 'From Free Kick'}",0.857756,['6f578452-9a87-4135-b8be-2c5f62689cc8'],Spain,Germany
19,shot_sequence,Shot,5,5,False,3942226,6f578452-9a87-4135-b8be-2c5f62689cc8,406,14,5,1,00:14:05.974,"{'id': 23, 'name': 'Goal Keeper'}","{'id': 772, 'name': 'Spain'}","[0.8, 40.8]","{'id': 5570, 'name': 'Manuel Neuer'}",,"{'id': 770, 'name': 'Germany'}","{'id': 1, 'name': 'Goalkeeper'}",,,,,,,,"{'end_location': [0.8, 40.8], 'type': {'id': 32, 'name': 'Shot Faced'}, 'position': {'id': 44, 'name': 'Set'}}",,,"{'id': 3, 'name': 'From Free Kick'}",0.0,['d311f279-3e3d-4357-a6d6-a44f5f8f9601'],Spain,Germany
20,shot_sequence,Shot,1,5,False,3942226,a5ce5e7b-643d-45c8-b0dc-2f2b988af019,447,14,59,1,00:14:59.887,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 772, 'name': 'Spain'}","[99.2, 11.2]","{'id': 3477, 'name': 'Álvaro Borja Morata Martín'}",,"{'id': 772, 'name': 'Spain'}","{'id': 23, 'name': 'Center Forward'}",,,,,,,,,,,"{'id': 1, 'name': 'Regular Play'}",,['e4c5ee39-bd6f-46dd-abd4-bd8959ee350f'],Spain,Germany
20,shot_sequence,Shot,2,5,False,3942226,fb359979-ee9c-4371-ac4b-861b83de71dc,448,14,59,1,00:14:59.887,"{'id': 43, 'name': 'Carry'}","{'id': 772, 'name': 'Spain'}","[99.2, 11.2]","{'id': 3477, 'name': 'Álvaro Borja Morata Martín'}",,"{'id': 772, 'name': 'Spain'}","{'id': 23, 'name': 'Center Forward'}",,,,"{'end_location': [100.2, 21.9]}",,,,,True,,"{'id': 1, 'name': 'Regular Play'}",2.291833,"['a5ce5e7b-643d-45c8-b0dc-2f2b988af019', 'c3876dd9-9592-4d44-8c6a-0d8f3a8b1cf4', 'c50555d1-b596-42fb-a0aa-74c638658af4']",Spain,Germany
20,shot_sequence,Shot,3,5,False,3942226,c50555d1-b596-42fb-a0aa-74c638658af4,449,15,1,1,00:15:01.611,"{'id': 17, 'name': 'Pressure'}","{'id': 772, 'name': 'Spain'}","[17.0, 52.5]","{'id': 3493, 'name': 'Emre Can'}",,"{'id': 770, 'name': 'Germany'}","{'id': 9, 'name': 'Right Defensive Midfield'}",,,,,,,,,,,"{'id': 1, 'name': 'Regular Play'}",0.628384,"['c3876dd9-9592-4d44-8c6a-0d8f3a8b1cf4', 'fb359979-ee9c-4371-ac4b-861b83de71dc']",Spain,Germany
