minute,sequence_rank,real_commentary,real_commentary_type,our_sequence_commentary,sequence_id,score_before,average_score,cosine_similarity,entity_overlap,semantic_similarity,entity_players_match,entity_actions_match,entity_outcome_match
47,3,"No word of the issue for Rodri, but it simply has to be a fitness problem, as he is his country's most important player. It is a huge blow for La Roja, but Zubimendi is a super player. GOAL!  SPAIN 1-0 ENGLAND (WILLIAMS) Oh my goodness me - what a goal! Spain make the breakthrough early in the second period as Yamal sets up Williams, who places one into the bottom corner. Super finish!",key_event,"[45:42] The goalkeeper deals with it under pressure, plays a long pass forward along the ground to Aymeric Laporte Aymeric Laporte receives under pressure, plays a long ball forward through the air to Lamine Yamal Nasraoui Ebana into the right attacking third, but it goes out of play Lamine Yamal Nasraoui Ebana receives",194,N/A,0.1793,0.0135,0.26,0.2645,0.2,0.0,1.0
47,4,"No word of the issue for Rodri, but it simply has to be a fitness problem, as he is his country's most important player. It is a huge blow for La Roja, but Zubimendi is a super player. GOAL!  SPAIN 1-0 ENGLAND (WILLIAMS) Oh my goodness me - what a goal! Spain make the breakthrough early in the second period as Yamal sets up Williams, who places one into the bottom corner. Super finish!",key_event,"[45:59] . Fabián Ruiz Peña receives under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Daniel Carvajal Ramos Daniel Carvajal Ramos receives",203,N/A,0.1286,0.0,0.0,0.3858,0.0,0.0,0.0
48,1,England simply have not started in the second period.,general,"[47:21] Kobbie Mainoo under pressure, plays a long pass back along the ground to Jordan Pickford Jordan Pickford receives under pressure, drives forward with the ball under pressure, plays a long ball forward through the air to Harry Kane into the left attacking third, but the pass doesn't find its target Harry Kane receives under pressure in the left attacking third",205,N/A,0.1338,0.0,0.2,0.2014,0.0,0.0,1.0
48,2,England simply have not started in the second period.,general,"[47:42] Aymeric Laporte under pressure, carries the ball under pressure, plays a medium pass along the ground to Robin Aime Robert Le Normand Robin Aime Robert Le Normand receives under pressure, carries the ball under pressure, plays a medium pass back along the ground to Unai Simón Mendibil",207,N/A,0.1145,0.0,0.2,0.1434,0.0,0.0,1.0
48,3,England simply have not started in the second period.,general,"[47:31] Aymeric Laporte under pressure, plays a short pass through the air to Nicholas Williams Arthuer Nicholas Williams Arthuer receives under pressure, carries the ball - BUT LOSES IT! . Bukayo Saka closes down Nicholas Williams Arthuer . Nicholas Williams Arthuer under MASSIVE pressure, plays a medium pass forward along the ground to Fabián Ruiz Peña",206,N/A,0.1062,0.0,0.2,0.1185,0.0,0.0,1.0
48,4,England simply have not started in the second period.,general,"[46:45] Marc Cucurella Saseta under pressure, plays a short pass forward to Nicholas Williams Arthuer Nicholas Williams Arthuer receives under pressure, carries the ball under pressure, plays a long ball through the air to Lamine Yamal Nasraoui Ebana Lamine Yamal Nasraoui Ebana receives",196,N/A,0.077,0.0,0.2,0.0309,0.0,0.0,1.0
49,1,"CHANCE!  Huge chance for Spain to score a second, as Williams finds Olmo inside the England box, but he fires wide of the post. It really should have been 2-0 to La Roja there.",key_event,"[48:13] Daniel Carvajal Ramos under pressure, carries the ball under pressure, plays a medium pass through the air to Daniel Olmo Carvajal into the central attacking third Daniel Olmo Carvajal receives under pressure in the central attacking third under pressure, plays a medium pass to Nicholas Williams Arthuer into the right attacking third Nicholas Williams Arthuer receives under pressure in the right attacking third",209,N/A,0.22,0.0266,0.2,0.4333,0.6666666666666666,0.0,0.0
49,2,"CHANCE!  Huge chance for Spain to score a second, as Williams finds Olmo inside the England box, but he fires wide of the post. It really should have been 2-0 to La Roja there.",key_event,"[48:43] From the goal kick, Jordan Pickford under pressure, plays a short pass along the ground to John Stones John Stones receives From the goal kick, John Stones under pressure, plays a long ball forward through the air to Phil Foden . Martín Zubimendi Ibáñez closes down John Stones . Phil Foden receives",211,N/A,0.0975,0.0,0.0,0.2926,0.0,0.0,0.0
49,3,"CHANCE!  Huge chance for Spain to score a second, as Williams finds Olmo inside the England box, but he fires wide of the post. It really should have been 2-0 to La Roja there.",key_event,"[48:48] Álvaro Borja Morata Martín closes down Kobbie Mainoo . Declan Rice receives under pressure, carries the ball From the goal kick, Declan Rice under pressure, plays a long ball forward through the air to Luke Shaw Luke Shaw receives",212,N/A,0.0882,0.0,0.0,0.2646,0.0,0.0,0.0
49,4,"CHANCE!  Huge chance for Spain to score a second, as Williams finds Olmo inside the England box, but he fires wide of the post. It really should have been 2-0 to La Roja there.",key_event,"[47:56] Aymeric Laporte under pressure, plays a medium pass back along the ground to Unai Simón Mendibil Unai Simón Mendibil receives under pressure, carries the ball under pressure, plays a medium pass along the ground to Robin Aime Robert Le Normand Robin Aime Robert Le Normand receives",208,N/A,0.0653,0.0,0.0,0.1959,0.0,0.0,0.0
49,5,"CHANCE!  Huge chance for Spain to score a second, as Williams finds Olmo inside the England box, but he fires wide of the post. It really should have been 2-0 to La Roja there.",key_event,[48:20] The goalkeeper deals with it,210,N/A,0.0572,0.0,0.0,0.1715,0.0,0.0,0.0
51,1,"Bit of possession for England at the moment, but Spain are comfortable in their shape.",general,"[50:23] Marc Guehi under pressure, plays a short pass through the air to Declan Rice . Álvaro Borja Morata Martín closes down Marc Guehi . Declan Rice receives under pressure, plays a medium pass through the air to Luke Shaw Luke Shaw receives",221,N/A,0.111,0.0,0.2,0.1329,0.0,0.0,1.0
51,2,"Bit of possession for England at the moment, but Spain are comfortable in their shape.",general,"[50:50] Bukayo Saka under pressure, plays a dangerous short pass along the ground to Phil Foden into the DANGER ZONE Phil Foden receives under pressure in the left attacking third under pressure, carries the ball under pressure, plays a short pass along the ground to Declan Rice Declan Rice receives under pressure in the left attacking third",223,N/A,0.0927,0.0,0.2,0.078,0.0,0.0,1.0
51,3,"Bit of possession for England at the moment, but Spain are comfortable in their shape.",general,"[50:34] Kobbie Mainoo under MASSIVE pressure, plays a short pass along the ground to Declan Rice Declan Rice receives surges forward on a BRILLIANT run from the right midfield into the central midfield under pressure, plays a medium pass along the ground to Kyle Walker Kyle Walker receives",222,N/A,0.0657,0.0,0.2,-0.0029,0.0,0.0,1.0
51,4,"Bit of possession for England at the moment, but Spain are comfortable in their shape.",general,"[50:13] From the goal kick, Unai Simón Mendibil under pressure, plays a medium pass along the ground to Robin Aime Robert Le Normand Robin Aime Robert Le Normand receives under pressure, drives forward with the ball From the goal kick, Robin Aime Robert Le Normand under pressure, plays a long ball forward through the air to Lamine Yamal Nasraoui Ebana, but the pass doesn't find its target Lamine Yamal Nasraoui Ebana receives",220,N/A,0.0432,0.0,0.0,0.1297,0.0,0.0,0.0
53,1,"Southgate will not be thinking about changes this early, but it will be interesting to see how he views the match over the next five or 10 minutes if it stays 1-0. England need more. YELLOW CARD!  Stones is booked for pulling Zubimendi to the ground.",general,"[52:24] Unai Simón Mendibil under MASSIVE pressure, plays a long pass forward to Álvaro Borja Morata Martín Álvaro Borja Morata Martín receives under pressure, carries the ball - BUT LOSES IT! . John Stones closes down Álvaro Borja Morata Martín . Álvaro Borja Morata Martín under MASSIVE pressure, plays a short pass along the ground to Martín Zubimendi Ibáñez",230,N/A,0.1633,0.0183,0.1,0.3717,0.3333333333333333,0.0,0.0
53,2,"Southgate will not be thinking about changes this early, but it will be interesting to see how he views the match over the next five or 10 minutes if it stays 1-0. England need more. YELLOW CARD!  Stones is booked for pulling Zubimendi to the ground.",general,"[52:09] Aymeric Laporte under pressure, plays a long pass along the ground to Robin Aime Robert Le Normand Robin Aime Robert Le Normand receives under pressure, carries the ball from the left midfield into the left defensive third under pressure, plays a medium pass along the ground to Daniel Carvajal Ramos Daniel Carvajal Ramos receives",229,N/A,0.1035,0.0152,0.0,0.2953,0.0,0.0,0.0
53,3,"Southgate will not be thinking about changes this early, but it will be interesting to see how he views the match over the next five or 10 minutes if it stays 1-0. England need more. YELLOW CARD!  Stones is booked for pulling Zubimendi to the ground.",general,"[51:55] Fabián Ruiz Peña receives under pressure, plays a long ball forward through the air to Nicholas Williams Arthuer Nicholas Williams Arthuer receives surges forward on a BRILLIANT run under pressure, plays a medium pass back along the ground to Marc Cucurella Saseta",228,N/A,0.0835,0.0095,0.0,0.241,0.0,0.0,0.0
55,1,"Some thoughts from Senior Reporter Ben Knapton... ""How a few minutes can make all the difference in football! Optimism may have been rife among England fans when Rodri failed to emerge for the second half, but Spain's wing wizards live up to the hype. Yamal - now on four assists for the tournament - expertly let the ball run across his body before picking out the untracked run of Williams, who did what Williams does. Spain exploded out of the blocks at the start of the second half, and they have been rewarded.""",general,"[53:56] Daniel Carvajal Ramos receives under pressure, carries the ball under pressure, delivers the free kick a short pass forward along the ground to Lamine Yamal Nasraoui Ebana Lamine Yamal Nasraoui Ebana receives under pressure, carries the ball",237,N/A,0.1995,0.0259,0.06,0.5125,0.2,0.0,0.0
55,2,"Some thoughts from Senior Reporter Ben Knapton... ""How a few minutes can make all the difference in football! Optimism may have been rife among England fans when Rodri failed to emerge for the second half, but Spain's wing wizards live up to the hype. Yamal - now on four assists for the tournament - expertly let the ball run across his body before picking out the untracked run of Williams, who did what Williams does. Spain exploded out of the blocks at the start of the second half, and they have been rewarded.""",general,"[54:48] Fabián Ruiz Peña under pressure, plays a long ball back through the air to Robin Aime Robert Le Normand Robin Aime Robert Le Normand receives under pressure, drives forward with the ball from the central midfield into the left midfield under pressure, plays a short pass forward along the ground to Lamine Yamal Nasraoui Ebana Lamine Yamal Nasraoui Ebana receives",242,N/A,0.1635,0.0194,0.06,0.4112,0.2,0.0,0.0
55,3,"Some thoughts from Senior Reporter Ben Knapton... ""How a few minutes can make all the difference in football! Optimism may have been rife among England fans when Rodri failed to emerge for the second half, but Spain's wing wizards live up to the hype. Yamal - now on four assists for the tournament - expertly let the ball run across his body before picking out the untracked run of Williams, who did what Williams does. Spain exploded out of the blocks at the start of the second half, and they have been rewarded.""",general,"[54:10] Daniel Carvajal Ramos wins the ball back under pressure, carries the ball under pressure, delivers the free kick a short pass forward along the ground to Álvaro Borja Morata Martín into the left attacking third Álvaro Borja Morata Martín receives under pressure in the left attacking third under pressure, drives forward with the ball from the left attacking third into the central attacking third - BUT LOSES IT!",239,N/A,0.1548,0.013,0.0,0.4513,0.0,0.0,0.0
55,4,"Some thoughts from Senior Reporter Ben Knapton... ""How a few minutes can make all the difference in football! Optimism may have been rife among England fans when Rodri failed to emerge for the second half, but Spain's wing wizards live up to the hype. Yamal - now on four assists for the tournament - expertly let the ball run across his body before picking out the untracked run of Williams, who did what Williams does. Spain exploded out of the blocks at the start of the second half, and they have been rewarded.""",general,"[54:41] Martín Zubimendi Ibáñez under pressure, plays a short pass along the ground to Fabián Ruiz Peña Fabián Ruiz Peña receives under pressure, carries the ball under pressure, plays a short pass along the ground to Daniel Olmo Carvajal . Declan Rice closes down Fabián Ruiz Peña",241,N/A,0.1309,0.0047,0.0,0.388,0.0,0.0,0.0
55,5,"Some thoughts from Senior Reporter Ben Knapton... ""How a few minutes can make all the difference in football! Optimism may have been rife among England fans when Rodri failed to emerge for the second half, but Spain's wing wizards live up to the hype. Yamal - now on four assists for the tournament - expertly let the ball run across his body before picking out the untracked run of Williams, who did what Williams does. Spain exploded out of the blocks at the start of the second half, and they have been rewarded.""",general,"[54:04] Jude Bellingham in the duel . Daniel Carvajal Ramos under pressure, delivers the free kick a short pass forward to Álvaro Borja Morata Martín into the left attacking third, but the pass doesn't find its target Álvaro Borja Morata Martín closes down the ball carrier receives under pressure in the left attacking third . Marc Guehi under pressure, delivers the free kick a short pass along the ground to Declan Rice",238,N/A,0.1307,0.0043,0.0,0.3878,0.0,0.0,0.0
55,6,"Some thoughts from Senior Reporter Ben Knapton... ""How a few minutes can make all the difference in football! Optimism may have been rife among England fans when Rodri failed to emerge for the second half, but Spain's wing wizards live up to the hype. Yamal - now on four assists for the tournament - expertly let the ball run across his body before picking out the untracked run of Williams, who did what Williams does. Spain exploded out of the blocks at the start of the second half, and they have been rewarded.""",general,"[54:27] Marc Cucurella Saseta under pressure, plays a medium pass back to Fabián Ruiz Peña Fabián Ruiz Peña receives under pressure, drives forward with the ball under pressure, plays a medium pass back along the ground to Aymeric Laporte Aymeric Laporte receives",240,N/A,0.1073,0.0055,0.0,0.3163,0.0,0.0,0.0
56,1,"CHANCE!  Big chance for Spain again, as Morata breaks into the box and looks to pick out the bottom corner, but Stones is across to make the clearance, almost off the line! CLOSE!  Williams swings one just wide of the post. Spain are all over this final!",key_event,"[54:59] John Stones clears the danger . Daniel Carvajal Ramos wins the ball back under pressure, carries the ball under pressure, plays a dangerous short pass along the ground to Lamine Yamal Nasraoui Ebana into the DANGER ZONE Lamine Yamal Nasraoui Ebana receives under pressure in the left attacking third",243,N/A,0.1856,0.0091,0.05,0.4978,0.16666666666666666,0.0,0.0
56,2,"CHANCE!  Big chance for Spain again, as Morata breaks into the box and looks to pick out the bottom corner, but Stones is across to make the clearance, almost off the line! CLOSE!  Williams swings one just wide of the post. Spain are all over this final!",key_event,"[55:21] Fabián Ruiz Peña under pressure, plays a short pass along the ground to Nicholas Williams Arthuer Nicholas Williams Arthuer receives under pressure in the central attacking third under pressure, carries the ball After carrying forward, Nicholas Williams Arthuer under pressure, shoots with the right foot from a DANGEROUS position - just wide! . The goalkeeper deals with it",245,N/A,0.1627,0.043,0.06,0.3852,0.2,0.0,0.0
56,3,"CHANCE!  Big chance for Spain again, as Morata breaks into the box and looks to pick out the bottom corner, but Stones is across to make the clearance, almost off the line! CLOSE!  Williams swings one just wide of the post. Spain are all over this final!",key_event,"[55:08] Lamine Yamal Nasraoui Ebana closes down Jude Bellingham Daniel Carvajal Ramos closes down the ball carrier Lamine Yamal Nasraoui Ebana closes down the ball carrier . Jude Bellingham under MASSIVE pressure, plays a medium pass back to Declan Rice Declan Rice receives",244,N/A,0.0907,0.0,0.0,0.272,0.0,0.0,0.0
58,1,Southgate must be thinking about changes here. Something needs to happen.,general,"[57:47] Marc Cucurella Saseta under pressure, plays a long pass back to Aymeric Laporte Aymeric Laporte receives under pressure, plays a medium pass back to Unai Simón Mendibil Unai Simón Mendibil receives under pressure, plays a medium pass along the ground to Robin Aime Robert Le Normand",256,N/A,0.1119,0.0,0.2,0.1357,0.0,0.0,1.0
58,2,Southgate must be thinking about changes here. Something needs to happen.,general,"[57:25] Kyle Walker receives under pressure, carries the ball - BUT LOSES IT! . Nicholas Williams Arthuer closes down Kyle Walker . Kyle Walker under MASSIVE pressure, plays a short pass forward along the ground to Kobbie Mainoo Kobbie Mainoo receives",255,N/A,0.0974,0.0,0.2,0.0921,0.0,0.0,1.0
58,3,Southgate must be thinking about changes here. Something needs to happen.,general,"[57:09] Luke Shaw in the duel under pressure, carries the ball from the right midfield into the right defensive third under pressure, plays a long pass back along the ground to Jordan Pickford Jordan Pickford receives under pressure, carries the ball",253,N/A,0.0861,0.0,0.2,0.0583,0.0,0.0,1.0
58,4,Southgate must be thinking about changes here. Something needs to happen.,general,"[57:07] Daniel Carvajal Ramos under pressure, plays a long pass forward to Lamine Yamal Nasraoui Ebana Lamine Yamal Nasraoui Ebana receives . Luke Shaw closes down Lamine Yamal Nasraoui Ebana . Lamine Yamal Nasraoui Ebana takes on the defender",252,N/A,0.0796,0.0,0.2,0.0387,0.0,0.0,1.0
58,5,Southgate must be thinking about changes here. Something needs to happen.,general,"[57:19] Jordan Pickford under pressure, carries the ball - BUT LOSES IT! . Daniel Olmo Carvajal closes down Jordan Pickford . Jordan Pickford under MASSIVE pressure, plays a short pass along the ground to John Stones John Stones receives under pressure, carries the ball",254,N/A,0.0724,0.0,0.2,0.0171,0.0,0.0,1.0
60,1,"Little over 30 minutes of the second period remaining here, and England are about to introduce Watkins. Surely it will be Kane to leave the field in the final?",general,"[59:35] Phil Foden receives under pressure in the left attacking third under pressure, plays a dangerous short pass to Harry Kane into the DANGER ZONE, but the pass doesn't find its target Harry Kane receives under pressure in the central attacking third . Crucial block by Aymeric Laporte! Daniel Carvajal Ramos clears the danger",266,N/A,0.1518,0.0224,0.06,0.3729,0.2,0.0,0.0
60,2,"Little over 30 minutes of the second period remaining here, and England are about to introduce Watkins. Surely it will be Kane to leave the field in the final?",general,"[58:53] Jordan Pickford wins the ball back under pressure, plays a medium pass forward along the ground to John Stones John Stones receives under pressure, plays a medium pass forward along the ground to Jude Bellingham . Daniel Carvajal Ramos closes down John Stones",263,N/A,0.0919,0.0,0.0,0.2756,0.0,0.0,0.0
60,3,"Little over 30 minutes of the second period remaining here, and England are about to introduce Watkins. Surely it will be Kane to leave the field in the final?",general,"[59:25] Bukayo Saka receives under pressure, carries the ball from the left midfield into the left attacking third under pressure, plays a short pass along the ground to Kyle Walker Kyle Walker receives under pressure in the left attacking third under pressure, carries the ball",265,N/A,0.067,0.0,0.0,0.2011,0.0,0.0,0.0
60,4,"Little over 30 minutes of the second period remaining here, and England are about to introduce Watkins. Surely it will be Kane to leave the field in the final?",general,"[59:14] Jude Bellingham receives under pressure, drives forward with the ball - BUT LOSES IT! . Fabián Ruiz Peña closes down Jude Bellingham . Jude Bellingham under MASSIVE pressure, plays a long ball through the air to Bukayo Saka Bukayo Saka receives",264,N/A,0.0545,0.0,0.0,0.1636,0.0,0.0,0.0
60,5,"Little over 30 minutes of the second period remaining here, and England are about to introduce Watkins. Surely it will be Kane to leave the field in the final?",general,"[59:48] Nicholas Williams Arthuer wins the ball back under pressure, carries the ball is dispossessed by Bukayo Saka! . Bukayo Saka in the duel under pressure, carries the ball",268,N/A,0.0514,0.0,0.0,0.1542,0.0,0.0,0.0
60,6,"Little over 30 minutes of the second period remaining here, and England are about to introduce Watkins. Surely it will be Kane to leave the field in the final?",general,[59:42] Nicholas Williams Arthuer is beaten by Nicholas Williams Arthuer! . Kobbie Mainoo takes on the defender . Marc Cucurella Saseta clears the danger . Crucial block by Kobbie Mainoo! . Marc Cucurella Saseta closes down Kobbie Mainoo,267,N/A,0.0436,0.0,0.0,0.1309,0.0,0.0,0.0
61,1,ENGLAND SUB! Watkins indeed replaces Kane here.,key_event,"[60:00] Daniel Carvajal Ramos in the duel . ⚔ SUBSTITUTION for England: Harry Kane comes off, replaced by Ollie Watkins. Harry Kane was playing as Center Forward Luke Shaw under pressure, plays a short pass to Marc Guehi Marc Guehi receives under pressure in the right attacking third under pressure, carries the ball",270,N/A,0.2678,0.0858,0.3,0.4175,0.3333333333333333,0.0,1.0
61,2,ENGLAND SUB! Watkins indeed replaces Kane here.,key_event,"[59:54] Declan Rice under pressure, carries the ball under pressure, plays a medium pass along the ground to Marc Guehi Marc Guehi receives under pressure, carries the ball from the central midfield into the right midfield - BUT LOSES IT! . Lamine Yamal Nasraoui Ebana closes down Marc Guehi",269,N/A,0.121,0.0,0.2,0.1631,0.0,0.0,1.0
61,3,ENGLAND SUB! Watkins indeed replaces Kane here.,key_event,"[60:50] Kobbie Mainoo under pressure, carries the ball - BUT LOSES IT! . Daniel Olmo Carvajal closes down Kobbie Mainoo Fabián Ruiz Peña closes down the ball carrier . Kobbie Mainoo is dispossessed by Martín Zubimendi Ibáñez! . Martín Zubimendi Ibáñez in the duel",271,N/A,0.0895,0.0,0.2,0.0685,0.0,0.0,1.0
63,1,"Possession for England at the moment, but not too much is happening with it. Will Spain be made to regret not scoring a second? England have been here before in the tournament.",general,"[61:23] Kyle Walker under pressure, carries the ball under pressure, plays a long pass forward to Bukayo Saka into the left attacking third Bukayo Saka receives under pressure in the left attacking third under pressure, drives forward with the ball - BUT LOSES IT! . Nicholas Williams Arthuer closes down Bukayo Saka",275,N/A,0.1274,0.0,0.2,0.1821,0.0,0.0,1.0
65,1,"Here was the moment... CLOSE!  Bellingham turns on the edge of the Spain box and then looks to pick out the bottom corner, but his effort is just wide of the post. Much better from England there!",general,"[64:20] John Stones under pressure, plays a short pass to Luke Shaw . Daniel Olmo Carvajal closes down John Stones . Luke Shaw receives under pressure, carries the ball under pressure, plays a short pass to Jude Bellingham",280,N/A,0.1411,0.0112,0.06,0.3522,0.2,0.0,0.0
65,2,"Here was the moment... CLOSE!  Bellingham turns on the edge of the Spain box and then looks to pick out the bottom corner, but his effort is just wide of the post. Much better from England there!",general,"[64:13] From the goal kick, Aymeric Laporte under pressure, plays a short pass along the ground to Unai Simón Mendibil Unai Simón Mendibil receives under pressure, carries the ball From the goal kick, Unai Simón Mendibil under pressure, plays a medium pass along the ground to Robin Aime Robert Le Normand Robin Aime Robert Le Normand receives",279,N/A,0.0999,0.0,0.0,0.2996,0.0,0.0,0.0
65,3,"Here was the moment... CLOSE!  Bellingham turns on the edge of the Spain box and then looks to pick out the bottom corner, but his effort is just wide of the post. Much better from England there!",general,"[64:25] Declan Rice under pressure, carries the ball - BUT LOSES IT! . Nicholas Williams Arthuer closes down Declan Rice . Declan Rice under MASSIVE pressure, plays a short pass along the ground to Kyle Walker Kyle Walker receives under pressure, drives forward with the ball",281,N/A,0.0931,0.0,0.0,0.2793,0.0,0.0,0.0
66,1,"Spain are not having it their own way at the moment. England have survived their wobble without conceding a second, and this final is very much still alive.",general,"[65:05] From the goal kick, Aymeric Laporte under pressure, plays a short pass along the ground to Unai Simón Mendibil Unai Simón Mendibil receives under pressure, carries the ball - BUT LOSES IT! . Ollie Watkins closes down Unai Simón Mendibil . From the goal kick, Unai Simón Mendibil under MASSIVE pressure, plays a long ball forward through the air, INTERCEPTED! Spain loses the ball",282,N/A,0.1556,0.0087,0.0,0.4581,0.0,0.0,0.0
66,2,"Spain are not having it their own way at the moment. England have survived their wobble without conceding a second, and this final is very much still alive.",general,"[65:37] Marc Cucurella Saseta under pressure, plays a short pass to Nicholas Williams Arthuer Nicholas Williams Arthuer receives under pressure, carries the ball - BUT LOSES IT! . Phil Foden closes down Nicholas Williams Arthuer Kyle Walker closes down the ball carrier",284,N/A,0.1177,0.0,0.2,0.1531,0.0,0.0,1.0
66,3,"Spain are not having it their own way at the moment. England have survived their wobble without conceding a second, and this final is very much still alive.",general,"[65:11] John Stones under pressure, plays a medium pass back to Declan Rice Declan Rice receives under pressure, carries the ball under pressure, plays a short pass along the ground to John Stones John Stones receives",283,N/A,0.0977,0.0,0.2,0.0932,0.0,0.0,1.0
67,1,"SAVE!  Brilliant save from Pickford to keep out a low strike from Yamal, who had broken past Shaw and then looked to pick out the bottom corner. Excellent goalkeeping from Pickford.",key_event,"[65:41] Declan Rice closes down Daniel Olmo Carvajal . Daniel Olmo Carvajal under MASSIVE pressure, plays a medium pass forward along the ground to Lamine Yamal Nasraoui Ebana into the central attacking third . Luke Shaw closes down Daniel Olmo Carvajal . Lamine Yamal Nasraoui Ebana receives under pressure in the central attacking third under pressure, carries the ball",285,N/A,0.2004,0.0248,0.1,0.4764,0.3333333333333333,0.0,0.0
67,2,"SAVE!  Brilliant save from Pickford to keep out a low strike from Yamal, who had broken past Shaw and then looked to pick out the bottom corner. Excellent goalkeeping from Pickford.",key_event,"[66:27] Aymeric Laporte under pressure, shoots with the head from a DANGEROUS position (8m out!) - BLOCKED! . Crucial block by Declan Rice! The goalkeeper deals with it Phil Foden wins the ball back under pressure, carries the ball - BUT LOSES IT!",286,N/A,0.18,0.0,0.2,0.34,0.0,0.0,1.0
68,1,SPAIN SUB! Morata is replaced by Oyarzabal for Spain.,key_event,"[66:32] Álvaro Borja Morata Martín closes down Kobbie Mainoo . Kobbie Mainoo loses control under pressure! . ⚔ SUBSTITUTION for Spain: Álvaro Borja Morata Martín comes off, replaced by Mikel Oyarzabal Ugarte. Álvaro Borja Morata Martín was playing as Center Forward Daniel Carvajal Ramos under pressure, plays a medium pass forward to Daniel Olmo Carvajal . Jude Bellingham closes down Daniel Carvajal Ramos",287,N/A,0.2912,0.109,0.3,0.4645,0.3333333333333333,0.0,1.0
68,2,SPAIN SUB! Morata is replaced by Oyarzabal for Spain.,key_event,[67:42] Jude Bellingham shields the ball . Lamine Yamal Nasraoui Ebana receives under pressure in the left attacking third,288,N/A,0.0764,0.0,0.2,0.0292,0.0,0.0,1.0
70,1,"CLOSE!  Fabian Ruiz hits one just over the crossbar, as Spain threaten a second. Still plenty of time left in this final, and it is delicately poised. Another change is coming here... ... ENGLAND SUB! Palmer replaces Mainoo for England.",key_event,"[69:04] Kobbie Mainoo clears the danger Phil Foden closes down the ball carrier . Daniel Olmo Carvajal under MASSIVE pressure, delivers the corner a short pass along the ground to Fabián Ruiz Peña into the central attacking third Fabián Ruiz Peña receives under pressure in the central attacking third under pressure, carries the ball",293,N/A,0.1968,0.0243,0.1,0.466,0.3333333333333333,0.0,0.0
70,2,"CLOSE!  Fabian Ruiz hits one just over the crossbar, as Spain threaten a second. Still plenty of time left in this final, and it is delicately poised. Another change is coming here... ... ENGLAND SUB! Palmer replaces Mainoo for England.",key_event,"[68:53] Bukayo Saka closes down the ball carrier . Nicholas Williams Arthuer wins the ball back under pressure, carries the ball under pressure, delivers the corner a dangerous medium pass forward along the ground to Martín Zubimendi Ibáñez into the DANGER ZONE Martín Zubimendi Ibáñez receives under pressure in the left attacking third",292,N/A,0.1683,0.008,0.15,0.347,0.0,0.0,0.0
71,1,"Smart defending from Laporte to clear ahead of Saka, as England cause problems with another long ball. Watkins is stretching Spain, and suddenly De la Fuente's side look uncomfortable.",general,"[70:18] Cole Palmer receives under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Ollie Watkins into the left attacking third, but the pass doesn't find its target Ollie Watkins receives under pressure in the left attacking third . Marc Cucurella Saseta intercepts!",296,N/A,0.2643,0.0301,0.26,0.5029,0.2,0.0,1.0
71,2,"Smart defending from Laporte to clear ahead of Saka, as England cause problems with another long ball. Watkins is stretching Spain, and suddenly De la Fuente's side look uncomfortable.",general,"[70:00] The goalkeeper deals with it . Bukayo Saka closes down Unai Simón Mendibil . Aymeric Laporte clears the danger . Jude Bellingham wins the ball back under pressure, drives forward with the ball from the left midfield into the central attacking third - BUT LOSES IT!",295,N/A,0.2578,0.0501,0.245,0.4783,0.4,0.5,0.0
71,3,"Smart defending from Laporte to clear ahead of Saka, as England cause problems with another long ball. Watkins is stretching Spain, and suddenly De la Fuente's side look uncomfortable.",general,"[70:47] Robin Aime Robert Le Normand receives under pressure, carries the ball under pressure, plays a medium pass along the ground to Aymeric Laporte Aymeric Laporte receives under pressure, carries the ball",300,N/A,0.2483,0.0439,0.3,0.4011,0.3333333333333333,0.0,1.0
71,4,"Smart defending from Laporte to clear ahead of Saka, as England cause problems with another long ball. Watkins is stretching Spain, and suddenly De la Fuente's side look uncomfortable.",general,"[70:26] Cole Palmer in the duel Bukayo Saka wins the ball back under pressure, carries the ball - BUT LOSES IT! . Fabián Ruiz Peña closes down Bukayo Saka . Bukayo Saka takes on the defender",297,N/A,0.2264,0.0679,0.25,0.3612,0.16666666666666666,0.0,1.0
71,5,"Smart defending from Laporte to clear ahead of Saka, as England cause problems with another long ball. Watkins is stretching Spain, and suddenly De la Fuente's side look uncomfortable.",general,"[69:54] From the goal kick, Jordan Pickford under pressure, plays a long ball forward through the air to Ollie Watkins into the central attacking third, but the pass doesn't find its target 📋 TACTICAL CHANGE - England adjusts formation (69') Ollie Watkins receives under pressure in the central attacking third . From the goal kick, Daniel Carvajal Ramos under pressure, plays a short pass , but the pass doesn't find its target Error by Daniel Carvajal Ramos",294,N/A,0.2221,0.0448,0.06,0.5614,0.2,0.0,0.0
71,6,"Smart defending from Laporte to clear ahead of Saka, as England cause problems with another long ball. Watkins is stretching Spain, and suddenly De la Fuente's side look uncomfortable.",general,"[70:39] Daniel Carvajal Ramos receives under pressure, carries the ball under pressure, plays a short pass forward along the ground to Daniel Olmo Carvajal Daniel Olmo Carvajal receives under pressure, carries the ball - BUT LOSES IT!",299,N/A,0.1844,0.0182,0.2,0.3351,0.0,0.0,1.0
